cellid,robust_vcr_10,robust_vcr_20,robust_vcr_30,robust_vcr_40,robust_vcr_50,robust_vcr_60,robust_vcr_70,robust_vcr_80,robust_vcr_90,robust_profitable_10,robust_profitable_20,robust_profitable_30,robust_profitable_40,robust_profitable_50,robust_profitable_60,robust_profitable_70,robust_profitable_80,robust_profitable_90,naive_vcr_10,naive_vcr_20,naive_vcr_30,naive_vcr_40,naive_vcr_50,naive_vcr_60,naive_vcr_70,naive_vcr_80,naive_vcr_90,naive_profitable_10,naive_profitable_20,naive_profitable_30,naive_profitable_40,naive_profitable_50,naive_profitable_60,naive_profitable_70,naive_profitable_80,naive_profitable_90,class_nono_10,class_yesyes_10,class_type1_10,class_type2_10,class_nono_20,class_yesyes_20,class_type1_20,class_type2_20,class_nono_30,class_yesyes_30,class_type1_30,class_type2_30,class_nono_40,class_yesyes_40,class_type1_40,class_type2_40,class_nono_50,class_yesyes_50,class_type1_50,class_type2_50,class_nono_60,class_yesyes_60,class_type1_60,class_type2_60,class_nono_70,class_yesyes_70,class_type1_70,class_type2_70,class_nono_80,class_yesyes_80,class_type1_80,class_type2_80,class_nono_90,class_yesyes_90,class_type1_90,class_type2_90,lat,lon,f_to_m_prratio_robust,prneeded_robust,prneeded_val_robust,f_to_m_prratio_naive,prneeded_naive,prneeded_val_naive
145,3.548715,4.502249,5.123527,5.482445,5.999041,6.211799,6.917482,7.334282,7.918497,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15.375,-6.375,10.45772,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
146,3.001964,3.617406,3.997965,4.333948,5.121117,5.540654,5.900052,6.159743,6.765113,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15.375,-5.875,8.180451,Profitable if F to M below 10,3,4.888548,Profitable if F to M below 5,2
147,1.765906,2.420848,3.018349,3.337348,3.611025,3.817264,4.242163,4.476171,5.062636,1,1,1,1,1,1,1,1,1,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,15.375,-4.625,6.092686,Profitable if F to M below 10,3,-0.6717777,Profitable at no price,1
173,3.387225,4.127384,4.589056,4.909005,5.709042,6.20071,6.789632,7.135839,8.234081,1,1,1,1,1,1,1,1,1,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,15.375,37.125,9.332955,Profitable if F to M below 10,3,-0.6717777,Profitable at no price,1
174,0.5036368,1.540124,2.317287,2.754887,3.19882,3.531323,4.378663,4.760809,5.963955,1,1,1,1,1,1,1,1,0,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,15.375,37.375,4.741526,Profitable if F to M below 5,2,-0.6717777,Profitable at no price,1
175,3.362755,4.052157,4.919067,5.828242,6.188241,6.631912,7.241477,7.707459,8.231285,1,1,1,1,1,1,1,1,1,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,15.375,37.625,10.06101,Profitable even if F to M above 10,4,-0.6717777,Profitable at no price,1
176,0.6457182,1.704285,2.033724,2.478929,2.852029,3.580536,4.038524,4.866041,6.074129,1,1,1,1,1,1,1,1,0,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,15.375,38.625,4.147376,Profitable if F to M below 5,2,17.66601,Profitable even if F to M above 10,4
177,-0.1703218,0.9152566,1.306039,1.683993,2.089171,2.351563,2.79602,3.348659,4.96888,1,1,1,1,1,1,1,0,0,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,15.375,38.875,2.645627,Profitable if F to M below 5,2,17.66601,Profitable even if F to M above 10,4
178,2.943384,3.215368,3.530505,3.703444,4.06238,4.365191,4.633192,4.939756,5.72522,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15.125,-16.875,7.223957,Profitable if F to M below 10,3,4.888548,Profitable if F to M below 5,2
179,4.113015,4.49883,5.099334,5.327516,5.578036,6.04718,6.366044,7.149168,7.784116,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15.125,-16.625,10.43402,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
180,4.132643,4.583969,4.768793,4.915731,5.125663,5.407948,5.716572,6.136336,6.926972,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15.125,-16.375,9.750924,Profitable if F to M below 10,3,4.888548,Profitable if F to M below 5,2
181,3.756995,4.244857,4.642824,4.994879,5.224458,5.530413,5.922044,6.376603,7.053093,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15.125,-16.125,9.499932,Profitable if F to M below 10,3,4.888548,Profitable if F to M below 5,2
210,4.329951,4.925629,5.442577,5.970547,6.189764,6.797607,7.107603,7.552539,8.672306,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15.125,-6.875,11.13635,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
211,4.840729,5.5369,5.790054,6.391098,6.756906,7.042603,7.348748,8.080024,8.954161,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15.125,-6.625,11.84734,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
212,2.959088,3.594726,4.131576,4.298177,4.918677,5.290045,5.782013,6.366886,7.182195,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15.125,-6.375,8.412071,Profitable if F to M below 10,3,4.888548,Profitable if F to M below 5,2
213,4.937314,5.591805,6.045421,6.606122,6.970638,7.253141,7.72104,7.919691,8.777871,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15.125,-6.125,12.36986,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
214,4.692201,5.568582,6.16522,6.440368,6.567347,6.880914,7.471822,7.93746,8.452658,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15.125,-5.625,12.58305,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
215,4.369359,5.117776,5.430597,5.87193,6.298468,6.69534,7.181198,7.446307,7.904441,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15.125,-5.375,11.11184,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
216,3.509908,4.245938,4.581595,4.955029,5.323093,5.890103,6.247591,6.872105,7.920429,1,1,1,1,1,1,1,1,1,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,15.125,-5.125,9.343214,Profitable if F to M below 10,3,-0.6717777,Profitable at no price,1
217,3.474777,4.634386,5.012406,5.224641,5.561322,5.886014,6.278306,6.645417,7.318881,1,1,1,1,1,1,1,1,1,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,15.125,-4.875,10.25616,Profitable even if F to M above 10,4,-0.6717777,Profitable at no price,1
241,3.693973,4.192872,4.450642,4.802558,5.22908,5.502732,5.888196,6.396519,7.042725,1,1,1,1,1,1,1,1,1,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,15.125,22.125,9.106698,Profitable if F to M below 10,3,-0.6717777,Profitable at no price,1
242,2.837377,3.91157,4.427912,4.854734,5.276356,5.601311,6.460491,6.832156,7.459924,1,1,1,1,1,1,1,1,1,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,15.125,36.375,9.060188,Profitable if F to M below 10,3,-0.6717777,Profitable at no price,1
243,2.547948,3.346215,3.678761,4.268612,4.700411,5.17541,5.667822,6.479959,7.116913,1,1,1,1,1,1,1,1,1,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,15.125,36.625,7.527311,Profitable if F to M below 10,3,-0.6717777,Profitable at no price,1
244,3.911094,4.554252,4.896511,5.448905,5.920686,6.390757,7.008445,7.356809,8.05302,1,1,1,1,1,1,1,1,1,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,15.125,36.875,10.01811,Profitable even if F to M above 10,4,-0.6717777,Profitable at no price,1
245,3.314347,3.864706,4.139258,4.543849,5.387724,5.721173,6.379561,6.967842,7.771273,1,1,1,1,1,1,1,1,1,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,15.125,37.125,8.453828,Profitable if F to M below 10,3,-0.6717777,Profitable at no price,1
246,1.341054,1.853865,2.292054,2.633536,3.216026,3.598553,4.361649,4.901857,5.742352,1,1,1,1,1,1,1,1,1,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,15.125,37.375,4.689895,Profitable if F to M below 5,2,-0.6717777,Profitable at no price,1
247,3.551073,4.025022,4.855262,5.247281,5.691052,6.249776,7.084886,7.638141,8.441548,1,1,1,1,1,1,1,1,1,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,15.125,37.625,9.934612,Profitable if F to M below 10,3,-0.6717777,Profitable at no price,1
248,3.367288,4.130424,5.005405,5.589175,6.110281,6.77574,7.313902,7.758034,8.41931,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15.125,37.875,10.21357,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
249,-0.1885013,0.8499354,1.560828,2.32101,3.028608,3.628466,4.435672,5.467396,6.824562,1,1,1,1,1,1,1,0,0,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,15.125,38.625,3.181355,Profitable if F to M below 5,2,17.66601,Profitable even if F to M above 10,4
250,-0.8398626,-0.2081179,0.5265681,1.081013,1.528903,2.418012,2.958897,3.529802,5.311641,1,1,1,1,1,0,0,0,0,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,15.125,38.875,1.077439,Profitable if F to M below 5,2,17.66601,Profitable even if F to M above 10,4
251,0.6761784,1.173396,1.825391,2.926221,3.541584,4.159848,5.014892,5.655354,6.311488,1,1,1,1,1,1,1,0,0,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,15.125,39.125,3.735031,Profitable if F to M below 5,2,17.66601,Profitable even if F to M above 10,4
252,-1.700435,-1.211361,-0.7912268,-0.5112023,0.0333429,0.4298638,0.7126907,1.198187,1.912814,1,0,0,0,0,0,0,0,0,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,15.125,39.625,-1.702488,Profitable at no price,1,-0.6717777,Profitable at no price,1
253,0.731917,1.405758,1.804414,2.343788,2.756065,3.037687,3.500407,3.848574,4.373837,1,1,1,1,1,1,1,1,0,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,14.875,-17.125,3.648369,Profitable if F to M below 5,2,4.888548,Profitable if F to M below 5,2
254,1.875673,2.335889,2.644045,2.875436,3.042666,3.312227,3.588884,3.939668,4.905446,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14.875,-16.875,5.410124,Profitable if F to M below 10,3,4.888548,Profitable if F to M below 5,2
255,3.592718,3.839224,4.329288,4.637044,4.988315,5.415963,5.642977,6.09007,6.602577,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14.875,-16.625,8.83924,Profitable if F to M below 10,3,4.888548,Profitable if F to M below 5,2
286,4.080846,4.909417,5.314026,5.442522,5.839619,6.216867,6.65761,7.134988,8.051886,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14.875,-6.875,10.87331,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
287,5.003234,5.71559,6.088708,6.384167,6.886046,7.279835,7.471349,8.086693,8.735911,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14.875,-6.625,12.40492,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
288,3.259275,3.817226,4.188457,4.652897,5.454567,6.119451,6.548572,7.059879,8.148905,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14.875,-6.375,8.570227,Profitable if F to M below 10,3,4.888548,Profitable if F to M below 5,2
289,3.251035,3.652358,4.418084,4.840861,5.241797,5.823109,6.049225,6.510564,7.099842,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14.875,-6.125,9.04008,Profitable if F to M below 10,3,4.888548,Profitable if F to M below 5,2
290,3.489284,4.204993,4.508492,5.060345,5.273496,5.688393,6.224913,7.258501,7.857738,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14.875,-5.875,9.181893,Profitable if F to M below 10,3,4.888548,Profitable if F to M below 5,2
291,1.943632,2.522403,3.084724,3.393902,3.743877,4.047711,4.353946,4.857698,5.268615,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14.875,-5.625,6.233425,Profitable if F to M below 10,3,4.888548,Profitable if F to M below 5,2
293,2.452366,2.994504,3.530512,3.907575,4.437495,4.765231,5.011129,5.250265,5.868686,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14.875,-4.875,7.205853,Profitable if F to M below 10,3,4.888548,Profitable if F to M below 5,2
299,3.434054,4.150914,4.513975,5.300426,5.49175,5.640825,5.92858,6.25497,6.933184,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14.875,-3.375,9.236287,Profitable if F to M below 10,3,4.888548,Profitable if F to M below 5,2
300,3.148567,3.689252,4.017656,4.465929,4.842937,5.113966,5.582097,6.063327,6.389468,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14.875,-3.125,8.218475,Profitable if F to M below 10,3,4.888548,Profitable if F to M below 5,2
322,3.998054,4.959873,5.200613,5.458947,5.851533,6.222947,6.461082,7.086246,7.756525,1,1,1,1,1,1,1,1,1,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,14.875,22.125,10.64125,Profitable even if F to M above 10,4,-0.6717777,Profitable at no price,1
323,1.940491,2.729331,3.33004,3.644077,4.012507,4.551103,5.030678,5.595451,6.113027,1,1,1,1,1,1,1,1,1,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,14.875,36.625,6.780111,Profitable if F to M below 10,3,-0.6717777,Profitable at no price,1
324,1.766946,2.895144,3.558631,4.108521,4.276691,4.641855,4.993626,5.297976,6.034364,1,1,1,1,1,1,1,1,1,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,14.875,36.875,7.255858,Profitable if F to M below 10,3,-0.6717777,Profitable at no price,1
325,2.697783,3.607784,3.954237,4.22923,4.535872,5.279334,5.857967,6.483557,7.294772,1,1,1,1,1,1,1,1,1,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,-0.505096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,14.875,37.375,8.090977,Profitable if F to M below 10,3,-0.6717777,Profitable at no price,1
326,1.725473,2.403749,2.74448,3.353426,4.032881,4.543871,4.969375,5.522764,6.567595,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14.875,37.625,5.605147,Profitable if F to M below 10,3,4.888548,Profitable if F to M below 5,2
327,3.235652,4.474416,5.031046,5.482387,5.821851,6.247703,6.471089,7.10857,8.05843,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14.875,37.875,10.29429,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
328,1.712723,2.145413,2.670232,3.294631,3.489426,4.244662,4.874905,5.248367,6.356087,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14.875,38.125,5.423106,Profitable if F to M below 10,3,4.888548,Profitable if F to M below 5,2
329,2.936913,3.53624,3.852098,4.38279,4.598012,4.961114,5.413934,6.225218,7.146505,1,1,1,1,1,1,1,1,1,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,14.875,38.375,7.831552,Profitable if F to M below 10,3,17.66601,Profitable even if F to M above 10,4
330,1.134057,1.539607,2.073726,2.745257,3.100843,3.493421,4.214681,5.140882,5.765945,1,1,1,1,1,1,1,1,0,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,13.28272,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,14.875,38.625,4.202182,Profitable if F to M below 5,2,17.66601,Profitable even if F to M above 10,4
