cellid,y_pred_sim_dif_probT_cfrobust,irr_sim_probT_cfrobust,cr_sim_probT_cfrobust,crnrt_sim_probT_cfrobust,irr_sim_gtP_cfrobust,irrnrt_sim_gtP_cfrobust,y_pred_sim_dif_probT_naive,irr_sim_probT_naive,cr_sim_probT_naive,crnrt_sim_probT_naive,irr_sim_gtP_naive,irrnrt_sim_gtP_naive,lat,lon,class_nono_probT,classnrt_nono_probT,class_yesyes_probT,classnrt_yesyes_probT,class_type1_probT,classnrt_type1_probT,class_type2_probT,classnrt_type2_probT
"13286",".8240910769","-.4989260733","4.527972698","nan",".0049999999","nan","-.0769691467","-1.046825051","-.274889797","-.4229074121","0","0","-16.375","31.375","1","1","0","0","0","0","0","0"
"13287",".7851733565","-.5380358696","4.314139366","nan",".0120000001","nan","-.0769691467","-1.045487046","-.274889797","-.4229074121","0","0","-16.375","31.625","1","1","0","0","0","0","0","0"
"13288",".8352468014","-.5212498307","4.589268208","nan","0","nan","-.0769691467","-1.044219732","-.274889797","-.4229074121","0","0","-16.375","31.875","1","1","0","0","0","0","0","0"
"13289",".8775163889","-.5109574795","4.821518421","nan",".0040000002","nan","-.0882382393","-1.049329281","-.3151365817","-.4848254919","0","0","-16.375","32.125","1","1","0","0","0","0","0","0"
"1329",".6240177155",".4727812707","3.428668976","nan",".7730000019","nan","1.766548634","3.161003828","6.309102058","9.706311226","1","1","12.625","21.625","0","0","1","1","0","0","0","0"
"13290",".825833261","-.5539028645","4.537545204","nan",".0040000002","nan","-.0882382393","-1.048059344","-.3151365817","-.4848254919","0","0","-16.375","32.375","1","1","0","0","0","0","0","0"
"13291",".7097370625","-.6227025986","3.899653912","nan",".003","nan","-.0882382393","-1.046889782","-.3151365817","-.4848254919","0","0","-16.375","32.625","1","1","0","0","0","0","0","0"
"13292",".6218827367","-.6776298881","3.416938066","nan",".001","nan","-.0882382393","-1.045825839","-.3151365817","-.4848254919","0","0","-16.375","32.875","1","1","0","0","0","0","0","0"
"13293",".6458262205","-.6722905636","3.54849577","nan",".0060000001","nan","-.0882382393","-1.044871926","-.3151365817","-.4848254919","0","0","-16.375","33.125","1","1","0","0","0","0","0","0"
"13294",".6761790514","-.661570549","3.715269327","nan",".001","nan","-.0882382393","-1.044031978","-.3151365817","-.4848254919","0","0","-16.375","33.375","1","1","0","0","0","0","0","0"
"13295",".5567603111","-.7251721621","3.059122562","nan",".001","nan","-.0882382393","-1.043309689","-.3151365817","-.4848254919","0","0","-16.375","33.625","1","1","0","0","0","0","0","0"
"13296",".6328891516","-.6909794211","3.477412939","nan",".0040000002","nan","-.0882382393","-1.042708755","-.3151365817","-.4848254919","0","0","-16.375","33.875","1","1","0","0","0","0","0","0"
"13297",".6236993074","-.7042816877","3.42691946","nan","0","nan","-.0882382393","-1.04223454","-.3151365817","-.4848254919","0","0","-16.375","34.125","1","1","0","0","0","0","0","0"
"13298",".6987266541","-.6673781872","3.839157104","nan",".0020000001","nan","-.0882382393","-1.04189539","-.3151365817","-.4848254919","0","0","-16.375","34.375","1","1","0","0","0","0","0","0"
"13299",".7271863222","-.6590996385","3.995529413","nan",".0040000002","nan","2.84369278",".3441135585","10.15604591","15.62468529","0","1","-16.375","34.625","1","0","0","0","0","0","0","1"
"133",".4903037548","nan","2.693976641","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","15.375","-9.875","nan","nan","nan","nan","nan","nan","nan","nan"
"1330",".624414444",".4562811553","3.43084836","nan",".7549999952","nan","1.766548634","3.113485575","6.309102058","9.706311226","1","1","12.625","21.875","0","0","1","1","0","0","0","0"
"13300",".7507733107","-.6459694505","4.125127792","nan",".0060000001","nan","2.84369278",".3440440595","10.15604591","15.62468529","0","1","-16.375","34.875","1","0","0","0","0","0","0","1"
"13301",".9189708233","-.5613993406","5.049289703","nan",".0040000002","nan","3.181864977",".5133107305","11.36380386","17.48277473","0","1","-16.375","35.125","1","0","0","0","0","0","0","1"
"13302",".7593890429","-.6351943016","4.172467232","nan",".0240000002","nan",".6048884392","-.707845211","2.160315752","3.32356286","0","0","-16.375","35.375","1","1","0","0","0","0","0","0"
"13303","1.215706706","-.3965879083","6.67970705","nan",".0189999994","nan",".6048884392","-.7003625035","2.160315752","3.32356286","0","0","-16.375","35.625","1","1","0","0","0","0","0","0"
"13304",".9578232765","-.5187926292","5.262765408","nan",".0179999992","nan",".6048884392","-.6906140447","2.160315752","3.32356286","0","0","-16.375","35.875","1","1","0","0","0","0","0","0"
"13305","1.200913906","-.3585361242","6.598427773","nan",".0130000003","nan",".6048884392","-.6794074774","2.160315752","3.32356286","0","0","-16.375","36.125","1","1","0","0","0","0","0","0"
"13306","1.197501898","-.3426908553","6.579680443","nan",".0199999996","nan",".6048884392","-.6671513915","2.160315752","3.32356286","0","0","-16.375","36.375","1","1","0","0","0","0","0","0"
"13307","1.146853566","-.3475697041","6.301393509","nan",".0340000018","nan",".6048884392","-.654063642","2.160315752","3.32356286","0","0","-16.375","36.625","1","1","0","0","0","0","0","0"
"13308","1.025603771","-.3748721778","5.635185242","nan",".0340000018","nan",".6048884392","-.6286876202","2.160315752","3.32356286","0","0","-16.375","36.875","1","1","0","0","0","0","0","0"
"13309",".7697751522","-.5147441626","4.229533672","nan",".0340000018","nan",".6048884392","-.6139708161","2.160315752","3.32356286","0","0","-16.375","37.125","1","1","0","0","0","0","0","0"
"1331",".588222146",".3529112637","3.231989622","nan",".7200000286","nan","1.766548634","3.065156221","6.309102058","9.706311226","1","1","12.625","22.125","0","0","1","1","0","0","0","0"
"13310",".8312416077","-.4435627162","4.567261696","nan",".0590000004","nan",".6048884392","-.5987178087","2.160315752","3.32356286","0","0","-16.375","37.375","1","1","0","0","0","0","0","0"
"13311",".6883606315","-.5333473682","3.78220129","nan",".0460000001","nan",".6048884392","-.5902969837","2.160315752","3.32356286","0","0","-16.375","37.625","1","1","0","0","0","0","0","0"
"13312",".8575775027","-.3961839676","4.711964607","nan",".1000000015","nan",".6048884392","-.5746495128","2.160315752","3.32356286","0","0","-16.375","37.875","1","1","0","0","0","0","0","0"
"13313",".8617683053","-.3744156957","4.734990597","nan",".1110000014","nan",".6048884392","-.5586490631","2.160315752","3.32356286","0","0","-16.375","38.125","1","1","0","0","0","0","0","0"
"13314",".8565275669","-.3291794658","4.706195354","nan",".1049999967","nan",".6048884392","-.5257642865","2.160315752","3.32356286","0","0","-16.375","38.625","1","1","0","0","0","0","0","0"
"13315",".8756372333","-.2890585661","4.811193466","nan",".1560000032","nan",".6048884392","-.5089586973","2.160315752","3.32356286","0","0","-16.375","38.875","1","1","0","0","0","0","0","0"
"13316",".7936849594","-.3338360786","4.360906601","nan",".1609999985","nan",".6048884392","-.4919583499","2.160315752","3.32356286","0","0","-16.375","39.125","1","1","0","0","0","0","0","0"
"13317",".6986438036","-.3923447728","3.838702202","nan",".0850000009","nan",".6048884392","-.4747950733","2.160315752","3.32356286","0","0","-16.375","39.375","1","1","0","0","0","0","0","0"
"13318",".7336997986","-.3411464095","4.031317711","nan",".2349999994","nan",".6048884392","-.4574979842","2.160315752","3.32356286","0","0","-16.375","39.625","1","1","0","0","0","0","0","0"
"13319",".7561358809","nan","4.154592514","nan","nan","nan",".6048884392","nan","2.160315752","3.32356286","nan","nan","-16.375","39.875","nan","nan","nan","nan","nan","nan","nan","nan"
"1332",".5354171991",".2167415321","2.94185257","nan",".6679999828","nan","1.766548634","3.016116381","6.309102058","9.706311226","1","1","12.625","22.375","0","0","0","0","0","0","1","1"
"13321",".761852026","nan","4.18599987","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-16.375","44.625","nan","nan","nan","nan","nan","nan","nan","nan"
"13322",".8323611021","nan","4.573412895","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-16.375","44.875","nan","nan","nan","nan","nan","nan","nan","nan"
"13323",".7085582018","nan","3.893176794","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-16.375","45.125","nan","nan","nan","nan","nan","nan","nan","nan"
"13324","1.0367347","nan","5.696344376","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-16.375","45.375","nan","nan","nan","nan","nan","nan","nan","nan"
"13325",".9542443752","nan","5.243100643","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-16.375","45.625","nan","nan","nan","nan","nan","nan","nan","nan"
"13326",".9957791567","nan","5.471313953","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-16.375","45.875","nan","nan","nan","nan","nan","nan","nan","nan"
"13327","1.013196468","nan","5.567013264","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-16.375","46.125","nan","nan","nan","nan","nan","nan","nan","nan"
"13328","1.138997555","nan","6.258228302","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-16.375","46.375","nan","nan","nan","nan","nan","nan","nan","nan"
"13329","1.016576767","nan","5.585587025","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-16.375","46.625","nan","nan","nan","nan","nan","nan","nan","nan"
"1333","1.123107195",".0660691559","6.170918465","nan",".5379999876","nan","1.766548634",".6796560884","6.309102058","9.706311226","0","1","12.625","36.125","1","0","0","0","0","0","0","1"
"13330","1.112195492","nan","6.110963821","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-16.375","46.875","nan","nan","nan","nan","nan","nan","nan","nan"
"13331",".9947012663","nan","5.465392113","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-16.375","47.125","nan","nan","nan","nan","nan","nan","nan","nan"
"13332",".9136701822","nan","5.020166397","nan","nan","nan",".9162558317","nan","3.272342205","5.034372807","nan","nan","-16.375","47.375","nan","nan","nan","nan","nan","nan","nan","nan"
"13333",".7954283357","nan","4.370485306","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-16.375","47.625","nan","nan","nan","nan","nan","nan","nan","nan"
"13334",".9120434523","nan","5.011227608","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-16.375","47.875","nan","nan","nan","nan","nan","nan","nan","nan"
"13335",".7733569145","nan","4.249213696","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-16.375","48.125","nan","nan","nan","nan","nan","nan","nan","nan"
"13336",".8649151921","nan","4.752281189","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-16.375","48.375","nan","nan","nan","nan","nan","nan","nan","nan"
"13337",".9820275307","nan","5.395755768","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-16.375","48.625","nan","nan","nan","nan","nan","nan","nan","nan"
"13338","1.364836574","nan","7.499102116","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-16.375","48.875","nan","nan","nan","nan","nan","nan","nan","nan"
"13339","1.616044521","nan","8.879365921","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-16.375","49.125","nan","nan","nan","nan","nan","nan","nan","nan"
"1334","1.115728855",".0769037232","6.130377769","nan",".5220000148","nan","1.766548634",".70839715","6.309102058","9.706311226","0","1","12.625","36.375","1","0","0","0","0","0","0","1"
"13340","1.244692326","nan","6.838968277","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-16.375","49.375","nan","nan","nan","nan","nan","nan","nan","nan"
"13341","1.140677571","nan","6.267458916","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-16.375","49.625","nan","nan","nan","nan","nan","nan","nan","nan"
"13342",".8643915057","nan","4.749403954","nan","nan","nan",".9677560329","nan","3.456271648","5.317340851","nan","nan","-16.375","49.875","nan","nan","nan","nan","nan","nan","nan","nan"
"13343",".6364053488",".0706954002","3.496732712","nan",".574000001","nan",".4780912399","-.1960602105","1.707468748","2.626874924","0","0","-16.625","13.125","1","1","0","0","0","0","0","0"
"13344",".7220532894",".2151202857","3.967325926","nan",".6529999971","nan",".4780912399","-.1958536804","1.707468748","2.626874924","0","0","-16.625","13.375","1","1","0","0","0","0","0","0"
"13345",".7698054314",".3007990718","4.229700089","nan",".6999999881","nan",".4780912399","-.1956495196","1.707468748","2.626874924","0","0","-16.625","13.625","0","0","0","0","1","1","0","0"
"13346",".7128571272",".199781388","3.9167974","nan",".6549999714","nan","1.103052735",".8562639356","3.939474106","6.060729504","0","1","-16.625","13.875","1","0","0","0","0","0","0","1"
"13347",".7467371225",".1517621726","4.10295105","nan",".6309999824","nan","1.103052735",".7107062936","3.939474106","6.060729504","0","1","-16.625","14.125","1","0","0","0","0","0","0","1"
"13348",".5866234303","-.0914236605","3.223205805","nan",".5350000262","nan",".4780912399","-.2583549917","1.707468748","2.626874924","0","0","-16.625","14.375","1","1","0","0","0","0","0","0"
"13349",".5866832733","-.0857273787","3.223534346","nan",".5289999843","nan",".4780912399","-.2524083555","1.707468748","2.626874924","0","0","-16.625","14.625","1","1","0","0","0","0","0","0"
"1335","1.051973104",".0588922724","5.780071735","nan",".5460000038","nan","2.401392221","1.422863245","8.576400757","13.19446278","1","1","12.625","36.875","0","0","0","0","0","0","1","1"
"13350",".537229538","-.1584397554","2.951810837","nan",".4830000103","nan",".4780912399","-.2522308826","1.707468748","2.626874924","0","0","-16.625","14.875","1","1","0","0","0","0","0","0"
"13351",".6017317772","-.0582618415","3.306218386","nan",".4889999926","nan",".4780912399","-.252056092","1.707468748","2.626874924","0","0","-16.625","15.125","1","1","0","0","0","0","0","0"
"13352",".5151373148","-.1975196302","2.830424786","nan",".4329999983","nan",".4780912399","-.2518841922","1.707468748","2.626874924","0","0","-16.625","15.375","1","1","0","0","0","0","0","0"
"13353",".515491426","-.1904498637","2.83237052","nan",".4289999902","nan",".4780912399","-.2495762408","1.707468748","2.626874924","0","0","-16.625","15.625","1","1","0","0","0","0","0","0"
"13354",".5290753841","-.1706960052","2.907007694","nan",".4350000024","nan",".4780912399","-.2495242357","1.707468748","2.626874924","0","0","-16.625","15.875","1","1","0","0","0","0","0","0"
"13355",".4999288619","-.2157973945","2.746861935","nan",".4070000052","nan",".4780912399","-.2494720668","1.707468748","2.626874924","0","0","-16.625","16.125","1","1","0","0","0","0","0","0"
"13356",".5844739676","-.0828499645","3.211395502","nan",".5040000081","nan",".4780912399","-.2494198829","1.707468748","2.626874924","0","0","-16.625","16.375","1","1","0","0","0","0","0","0"
"13357",".5338417292","-.1588849276","2.933196068","nan",".4819999933","nan",".4780912399","-.2493662387","1.707468748","2.626874924","0","0","-16.625","16.625","1","1","0","0","0","0","0","0"
"13358",".606153965","-.0513476692","3.3305161","nan",".5310000181","nan",".4780912399","-.2492906898","1.707468748","2.626874924","0","0","-16.625","16.875","1","1","0","0","0","0","0","0"
"13359",".6081858873","-.0489349738","3.341681004","nan",".5070000291","nan",".4780912399","-.2492994666","1.707468748","2.626874924","0","0","-16.625","17.125","1","1","0","0","0","0","0","0"
"1336","1.239268184",".2716534138","6.809165955","nan",".6859999895","nan","2.401392221","1.4720999","8.576400757","13.19446278","1","1","12.625","37.125","0","0","0","0","0","0","1","1"
"13360",".6654801369",".0449757129","3.656484127","nan",".5640000105","nan",".4780912399","-.2494511902","1.707468748","2.626874924","0","0","-16.625","17.375","1","1","0","0","0","0","0","0"
"13361",".6931973696",".092939347","3.808776855","nan",".59799999","nan",".4780912399","-.2498438358","1.707468748","2.626874924","0","0","-16.625","17.625","1","1","0","0","0","0","0","0"
"13362",".7922884226",".2918983698","4.353232861","nan",".6940000057","nan",".4780912399","-.2183435261","1.707468748","2.626874924","0","0","-16.625","17.875","1","1","0","0","0","0","0","0"
"13363",".6387857199",".0419540852","3.509811878","nan",".5879999995","nan",".4780912399","-.2196707129","1.707468748","2.626874924","0","0","-16.625","18.125","1","1","0","0","0","0","0","0"
"13364",".6695178151",".092437543","3.678669453","nan",".5960000157","nan",".4780912399","-.2214976549","1.707468748","2.626874924","0","0","-16.625","18.375","1","1","0","0","0","0","0","0"
"13365",".6766778231",".1015844643","3.718009949","nan",".6159999967","nan",".4780912399","-.2237713039","1.707468748","2.626874924","0","0","-16.625","18.625","1","1","0","0","0","0","0","0"
"13366",".6786391735",".099784255","3.728786469","nan",".5920000076","nan",".4780912399","-.2264889479","1.707468748","2.626874924","0","0","-16.625","18.875","1","1","0","0","0","0","0","0"
"13367",".695161283",".1202281862","3.81956768","nan",".6060000062","nan",".4780912399","-.2296473086","1.707468748","2.626874924","0","0","-16.625","19.125","1","1","0","0","0","0","0","0"
"13368",".8042265177",".2925098538","4.418827057","nan",".69599998","nan",".4780912399","-.2332434803","1.707468748","2.626874924","0","0","-16.625","19.375","1","1","0","0","0","0","0","0"
"13369",".8733472824",".3915123343","4.798611641","nan",".7360000014","nan",".4780912399","-.2372741997","1.707468748","2.626874924","0","0","-16.625","19.625","0","0","0","0","1","1","0","0"
"1337","1.10279727",".1627008617","6.059325695","nan",".5870000124","nan","2.401392221","1.525800347","8.576400757","13.19446278","1","1","12.625","37.375","0","0","0","0","0","0","1","1"
"13370",".877836585",".387663126","4.82327795","nan",".7369999886","nan",".4780912399","-.2417364568","1.707468748","2.626874924","0","0","-16.625","19.875","0","0","0","0","1","1","0","0"
"13371",".8587250113",".3422484994","4.718269348","nan",".7170000076","nan",".4780912399","-.2466271073","1.707468748","2.626874924","0","0","-16.625","20.125","0","0","0","0","1","1","0","0"
"13372",".9414148927",".4744773507","5.172609329","nan",".7609999776","nan",".4780912399","-.251942873","1.707468748","2.626874924","0","0","-16.625","20.375","0","0","0","0","1","1","0","0"
