cellid,MostSensitive
13259,soilph
13260,soilph
13261,soilph
13262,soilph
13263,soilph
13264,soilph
13265,soilph
13266,soilph
13267,soilph
13268,soilph
13269,soilph
13270,soilph
13271,soilph
13272,soilph
13273,soilph
13274,soilph
13275,soilph
13276,soilph
13277,soilph
13278,soilph
13279,soilph
13280,soilph
13281,soilph
13282,soilph
13283,soilph
13284,soilph
13285,soilph
13286,bulkdens
13287,soilph
13288,bulkdens
13289,bulkdens
13290,up
13291,soilph
13292,soilph
13293,up
13294,bulkdens
13295,bulkdens
13296,up
13297,soilph
13298,soilph
13299,up
13300,bulkdens
13301,soilph
13302,soilph
13303,soilph
13304,up
13305,up
13306,up
13307,up
13308,soilph
13309,soilph
13310,soilph
13311,soilph
13312,soilph
13313,soilph
13314,soilph
13315,soilph
13316,soilph
13317,soilph
13318,soilph
13343,up
13344,up
13345,up
13346,up
13347,bulkdens
13348,soilph
13349,temp_p1
13350,temp_p1
13351,temp_p3
13352,temp_p3
13353,soilph
13354,bulkdens
13355,soilph
13356,soilph
13357,soilph
13358,soilph
13359,soilph
13360,soilph
13361,soilph
13362,soilph
13363,soilph
13364,soilph
13365,soilph
13366,soilph
13367,soilph
13368,soilph
13369,soilph
13370,soilph
13371,soilph
13372,soilph
13373,soilph
13374,soilph
13375,soilph
13376,soilph
13377,soilph
13378,soilph
13379,soilph
13380,soilph
13381,soilph
13382,soilph
13383,soilph
13384,soilph
13385,soilph
13386,soilph
13387,soilph
13388,soilph
13389,soilph
13390,soilph
13391,soilph
13392,soilph
13393,soilph
13394,soilph
13395,soilph
13396,soilph
13397,soilph
13398,bulkdens
13399,temp_p2
13400,soilph
13401,soilph
13402,soilph
13403,soilph
13404,soilph
13405,soilph
13406,soilph
13407,soilph
13408,soilph
13409,soilph
13410,soilph
13411,soilph
13412,soilph
13413,soilph
13414,soilph
13415,soilph
13416,soilph
13417,soilph
13418,soilph
13419,soilph
13420,soilph
13421,soilph
13422,soilph
13423,bulkdens
13424,up
13425,soilph
13426,soilph
13427,soilph
13428,soilph
13429,soilph
13430,soilph
13431,soilph
13432,soilph
13433,up
13434,up
13435,up
13436,soilph
13437,soilph
13438,soilph
13439,soilph
13440,soilph
13441,soilph
13442,soilph
13443,soilph
13444,soilph
13445,soilph
13469,up
13470,bulkdens
13471,up
13472,up
13473,bulkdens
13474,temp_p1
13475,bulkdens
13476,temp_p3
13477,temp_p3
13478,temp_p3
13479,bulkdens
13480,soilph
13481,soilph
13482,soilph
13483,soilph
13484,soilph
13485,soilph
13486,soilph
13487,soilph
13488,soilph
13489,soilph
13490,soilph
13491,soilph
13492,soilph
13493,soilph
13494,soilph
13495,soilph
13496,soilph
13497,soilph
13498,soilph
13499,soilph
13500,soilph
13501,soilph
13502,soilph
13503,soilph
13504,soilph
13505,soilph
13506,soilph
13507,soilph
13508,soilph
13509,soilph
13510,soilph
13511,soilph
13512,soilph
13513,soilph
13514,soilph
13515,soilph
13516,soilph
13517,soilph
13518,soilph
13519,soilph
13520,soilph
13521,soilph
13522,soilph
13523,bulkdens
13524,bulkdens
13525,soilph
13526,soilph
13527,soilph
13528,soilph
13529,temp_p2
13530,soilph
13531,soilph
13532,soilph
13533,soilph
13534,soilph
13535,soilph
13536,soilph
13537,soilph
13538,soilph
13539,soilph
13540,soilph
13541,soilph
13542,soilph
13543,soilph
13544,soilph
13545,soilph
13546,soilph
13547,soilph
13548,soilph
13549,soilph
13550,soilph
13551,soilph
13552,soilph
13553,soilph
13554,soilph
13555,soilph
13556,soilph
13557,soilph
13558,soilph
13559,temp_p2
13560,soilph
13561,up
13562,soilph
13563,soilph
13564,soilph
13565,soilph
13566,soilph
13567,soilph
13568,soilph
13569,soilph
13570,soilph
13571,soilph
13572,soilph
